x,y
5994,-72
5995,-94
5996,-99
5997,-44
5998,-72
5999,-50
6000,-70
6001,-153
6002,-126
6003,-109
6004,-133
6005,-80
6006,-72
6007,-78
6008,-117
6009,-74
6010,-76
6011,-83
6012,-49
6013,-61
6014,-68
6015,-54
6016,-14
6017,-26
6018,0
6019,-1
6020,3
6021,45
6022,12
6023,37
6024,70
6025,62
6026,51
6027,16
6028,56
6029,83
6030,89
6031,68
6032,79
6033,75
6034,89
6035,55
6036,63
6037,109
6038,27
6039,93
6040,42
6041,59
6042,109
6043,39
6044,87
6045,86
6046,110
6047,106
6048,24
6049,77
6050,53
6051,37
6052,95
6053,44
6054,121
6055,70
6056,30
6057,56
6058,8
6059,114
6060,59
6061,31
6062,96
6063,18
6064,44
6065,58
6066,7
6067,44
6068,10
6069,92
6070,64
6071,39
6072,63
6073,59
6074,102
6075,108
6076,95
6077,22
6078,103
6079,76
6080,69
6081,78
6082,46
6083,85
6084,-34
6085,-20
6086,9
6087,-25
6088,-28
6089,-47
6090,-43
6091,-31
6092,-68
6093,-71
6094,-45
6095,-64
6096,-75
6097,-23
6098,-40
6099,-37
6100,-84
6101,-64
6102,4
6103,-91
6104,-81
6105,-70
6106,-86
6107,-85
6108,-150
6109,-97
6110,-99
6111,-137
6112,-70
6113,-119
6114,-115
6115,-107
6116,-112
6117,-97
6118,-108
6119,-107
6120,-69
6121,-91
6122,-113
6123,-93
6124,-137
6125,-60
6126,-83
6127,-99
6128,-85
6129,-116
6130,-31
6131,-115
6132,-120
6133,-105
6134,-135
6135,-124
6136,-180
6137,-145
6138,-189
6139,-158
6140,-122
6141,-192
6142,-131
6143,-125
6144,-175
6145,-134
6146,-97
6147,-143
6148,-87
6149,-90
6150,-148
6151,-98
6152,-141
6153,-90
6154,-62
6155,-107
6156,-44
6157,-90
6158,-65
6159,-88
6160,-71
6161,-11
6162,-84
6163,-7
6164,-49
6165,-48
6166,-3
6167,-13
6168,14
6169,-30
6170,-5
6171,21
6172,2
6173,50
6174,34
6175,16
6176,67
6177,49
6178,71
6179,81
6180,73
6181,72
6182,79
6183,55
6184,54
6185,75
6186,61
6187,98
6188,108
6189,102
6190,116
6191,86
6192,84
6193,105
6194,145
6195,103
6196,95
6197,136
6198,100
6199,107
6200,105
6201,107
6202,103
6203,118
6204,107
6205,74
6206,68
6207,72
6208,110
6209,39
6210,107
6211,128
6212,90
6213,97
6214,96
6215,128
6216,86
6217,129
6218,145
6219,131
6220,102
6221,157
6222,178
6223,65
6224,139
6225,127
6226,142
6227,151
6228,78
6229,123
6230,161
6231,153
6232,131
6233,182
6234,95
6235,106
6236,153
6237,124
6238,92
6239,91
6240,85
6241,51
6242,64
6243,21
6244,53
6245,25
6246,-3
6247,-10
6248,22
6249,45
6250,-20
6251,15
6252,-6
6253,16
6254,-1
6255,-29
6256,20
6257,8
6258,22
6259,57
6260,-25
6261,24
6262,6
6263,-30
6264,98
6265,-13
6266,35
6267,122
6268,58
6269,56
6270,69
6271,74
6272,57
6273,106
6274,135
6275,75
6276,68
6277,57
6278,47
6279,17
6280,23
6281,74
6282,30
6283,63
6284,-5
6285,45
6286,19
6287,-58
6288,48
6289,-62
6290,-73
6291,-54
6292,-38
6293,-59
6294,-48
6295,-52
6296,-140
6297,-28
6298,-89
6299,-100
6300,-95
6301,-110
6302,-69
6303,-185
6304,-106
6305,-84
6306,-158
6307,-107
6308,-131
6309,-147
6310,-123
6311,-132
6312,-103
6313,-114
6314,-138
6315,-86
6316,-80
6317,-33
6318,-106
6319,-65
6320,-14
6321,-121
6322,-49
6323,-24
6324,1
6325,7
6326,-80
6327,-41
6328,0
6329,-26
6330,29
6331,-25
6332,-39
6333,7
6334,-85
6335,-65
6336,-38
6337,-4
6338,14
6339,-84
6340,-44
6341,16
6342,-39
6343,-33
6344,11
6345,-48
6346,-98
6347,-24
6348,-8
6349,19
6350,-8
6351,-20
6352,27
6353,-79
6354,-32
6355,-8
6356,-47
6357,-3
6358,-3
6359,-3
6360,-33
6361,-36
6362,27
6363,13
6364,-89
6365,-74
6366,-47
6367,-121
6368,-124
6369,-91
6370,-69
6371,-85
6372,-75
6373,-3
6374,-51
6375,-84
6376,-31
6377,-48
6378,-30
6379,-32
6380,16
6381,-26
6382,-31
6383,-1
6384,-18
6385,23
6386,-26
6387,-4
6388,44
6389,88
6390,44
6391,-6
6392,101
6393,36
6394,51
6395,66
6396,22
6397,35
6398,22
6399,47
6400,30
6401,44
6402,33
6403,24
6404,48
6405,59
6406,114
6407,64
6408,64
6409,89
6410,52
6411,68
6412,45
6413,36
6414,58
6415,42
6416,26
6417,41
6418,5
6419,16
6420,6
6421,-21
6422,53
6423,-46
6424,21
6425,0
6426,-36
6427,55
6428,-55
6429,9
6430,-39
6431,-6
6432,-13
6433,-78
6434,1
6435,-96
6436,-52
6437,3
6438,-43
6439,-38
6440,-35
6441,8
6442,-41
6443,3
6444,31
6445,-27
6446,-20
6447,-33
6448,19
6449,-23
6450,20
6451,98
6452,1
6453,30
6454,33
6455,-7
6456,70
6457,61
6458,62
6459,38
6460,6
6461,47
6462,-4
6463,-17
6464,16
6465,18
6466,-12
6467,-36
6468,7
6469,11
6470,52
6471,-13
6472,-36
6473,84
6474,24
6475,3
6476,32
6477,5
6478,31
6479,-28
6480,-13
6481,5
6482,-97
6483,-38
6484,-19
6485,-85
6486,-61
6487,-48
6488,-32
6489,-64
6490,-64
6491,24
6492,-59
6493,-49
6494,-5
6495,-16
6496,16
6497,-83
6498,24
6499,-11
6500,-105
6501,7
6502,-52
6503,-15
6504,-51
6505,-59
6506,-22
6507,-27
6508,-48
6509,-47
6510,-47
6511,-85
6512,-22
6513,-86
6514,17
6515,-10
6516,-49
6517,10
6518,-42
6519,-26
6520,-49
6521,-2
6522,-23
6523,-9
6524,-21
6525,-40
6526,-12
6527,-78
6528,-38
6529,-17
6530,-24
6531,-30
6532,-22
6533,-1
6534,-29
6535,-11
6536,12
6537,0
6538,-39
6539,-28
6540,27
6541,-16
6542,-38
6543,19
6544,-21
6545,-30
6546,-10
6547,-71
6548,-28
6549,-8
6550,-53
6551,-72
6552,-101
6553,-93
6554,-85
6555,-89
6556,-76
6557,-2
6558,-32
6559,-55
6560,-17
6561,-93
6562,-48
6563,-27
6564,-58
6565,-33
6566,-29
6567,17
6568,-43
6569,7
6570,61
6571,-8
6572,-14
6573,-2
6574,35
6575,67
6576,8
6577,52
6578,29
6579,-16
6580,11
6581,35
6582,72
6583,40
6584,18
6585,35
6586,84
6587,58
6588,63
6589,123
6590,101
6591,81
6592,91
6593,87
6594,63
6595,67
6596,83
6597,68
6598,55
6599,74
6600,62
6601,48
6602,67
6603,91
6604,42
6605,60
6606,74
6607,102
6608,66
6609,27
6610,114
6611,98
6612,65
6613,129
6614,118
6615,105
6616,109
6617,112
6618,103
6619,62
6620,68
6621,99
6622,107
6623,54
6624,102
6625,103
6626,40
6627,51
6628,39
6629,21
6630,52
6631,27
6632,-2
6633,25
6634,31
6635,25
6636,-6
6637,11
6638,38
6639,-22
6640,-27
6641,-30
6642,-36
6643,-22
6644,-20
6645,-28
6646,-40
6647,-94
6648,-44
6649,5
6650,-24
6651,-14
6652,38
6653,-8
6654,-47
6655,55
6656,8
6657,14
6658,60
6659,27
6660,63
6661,52
6662,39
6663,43
6664,57
6665,51
6666,43
6667,89
6668,134
6669,99
6670,107
6671,125
6672,71
6673,93
6674,96
6675,135
6676,132
6677,89
6678,83
6679,119
6680,67
6681,41
6682,109
6683,35
6684,77
6685,40
6686,-2
6687,0
6688,-51
6689,-37
6690,-26
6691,31
6692,-71
6693,-31
6694,12
6695,-14
6696,28
6697,21
6698,54
6699,2
6700,-6
6701,26
6702,79
6703,46
6704,35
6705,39
6706,5
6707,43
6708,-9
6709,9
6710,5
6711,19
6712,1
6713,-52
6714,36
6715,-27
6716,-29
6717,-25
6718,-49
6719,-46
6720,-117
6721,-44
6722,-84
6723,-72
6724,-28
6725,-124
6726,-90
6727,-85
6728,-76
6729,-60
6730,-50
6731,-57
6732,-151
6733,-122
6734,-114
6735,-131
6736,-158
6737,-132
6738,-104
6739,-162
6740,-113
6741,-192
6742,-154
6743,-130
6744,-187
6745,-167
6746,-138
6747,-94
6748,-171
6749,-113
6750,-136
6751,-169
6752,-78
6753,-202
6754,-131
6755,-129
6756,-138
6757,-57
6758,-151
6759,-81
6760,-130
6761,-151
6762,-70
6763,-135
6764,-58
6765,-54
6766,-102
6767,-53
6768,-104
6769,-86
6770,-25
6771,-72
6772,-32
6773,-8
6774,-37
6775,41
6776,49
6777,21
6778,78
6779,60
6780,53
6781,91
6782,142
6783,114
6784,139
6785,158
6786,165
6787,204
6788,218
6789,199
6790,153
6791,180
6792,158
6793,174
6794,111
6795,159
6796,163
6797,54
6798,140
6799,87
6800,70
6801,87
6802,96
6803,52
6804,-13
6805,46
6806,32
6807,4
6808,-17
6809,-8
6810,7
6811,17
6812,-6
6813,-5
6814,16
6815,-54
6816,-55
6817,11
6818,-23
6819,-33
6820,11
6821,-41
6822,-60
6823,10
6824,-18
6825,-28
6826,-10
6827,-4
6828,32
6829,5
6830,26
6831,36
6832,32
6833,35
6834,64
6835,32
6836,21
6837,50
6838,13
6839,57
6840,-10
6841,-3
6842,30
6843,-31
6844,-2
6845,28
6846,-15
6847,-4
6848,-19
6849,-58
6850,-52
6851,-71
6852,-115
6853,-77
6854,-99
6855,-106
6856,-60
6857,-104
6858,-116
6859,-120
6860,-126
6861,-130
6862,-117
6863,-85
6864,-66
6865,-69
6866,-116
6867,-62
6868,-84
6869,-106
6870,-65
6871,-119
6872,-82
6873,-81
6874,-38
6875,-46
6876,-121
6877,-32
6878,-16
6879,-21
6880,-3
6881,-19
6882,-26
6883,7
6884,-35
6885,8
6886,67
6887,-42
6888,-26
6889,10
6890,33
6891,-2
6892,33
6893,18
6894,-46
6895,35
6896,-19
6897,6
6898,22
6899,-2
6900,45
6901,-30
6902,-27
6903,29
6904,-7
6905,2
6906,2
6907,-2
6908,-2
6909,-55
6910,-20
6911,-24
6912,-27
6913,-18
6914,42
6915,41
6916,-50
6917,-7
6918,50
6919,-4
6920,15
6921,37
6922,47
6923,54
6924,24
6925,16
6926,63
6927,49
6928,58
6929,92
6930,10
6931,124
6932,116
6933,77
6934,187
6935,110
6936,133
6937,156
6938,152
6939,224
6940,206
6941,165
6942,175
6943,195
6944,172
6945,154
6946,150
6947,205
6948,163
6949,152
6950,161
6951,129
6952,156
6953,100
6954,94
6955,93
6956,85
6957,95
6958,53
6959,53
6960,10
6961,17
6962,8
6963,-10
6964,-12
6965,25
6966,28
6967,-45
6968,-10
6969,14
6970,-26
6971,-10
6972,-60
6973,-76
6974,-48
6975,-51
6976,-50
6977,-92
6978,-22
6979,-22
6980,-112
6981,-49
6982,-95
6983,-78
6984,-44
6985,-84
6986,-28
6987,-24
6988,-34
6989,-19
6990,-18
6991,-5
6992,25
6993,-11
6994,-32
6995,-23
6996,-32
6997,-28
6998,10
6999,-4
7000,-6
7001,22
7002,-100
7003,-69
7004,-56
7005,-138
7006,-38
7007,-70
7008,-69
7009,-59
7010,-111
7011,-161
7012,-174
7013,-141
7014,-111
7015,-133
7016,-153
7017,-109
7018,-158
7019,-173
7020,-153
7021,-132
7022,-151
7023,-180
7024,-130
7025,-152
7026,-126
7027,-117
7028,-167
7029,-54
7030,-92
7031,-38
7032,17
7033,-33
7034,51
7035,23
7036,52
7037,53
7038,111
7039,108
7040,67
7041,104
7042,86
7043,109
7044,73
7045,122
7046,152
7047,117
7048,89
7049,53
7050,96
7051,31
7052,54
7053,92
7054,57
7055,66
7056,22
7057,32
7058,36
7059,35
7060,-30
7061,-70
7062,-105
7063,-126
7064,-61
7065,-89
7066,-104
7067,-120
7068,-137
7069,-117
7070,-134
7071,-155
7072,-125
7073,-86
7074,-148
7075,-94
7076,-67
7077,-137
7078,-52
7079,-67
7080,-79
7081,-41
7082,-64
7083,-7
7084,40
7085,-46
7086,67
7087,59
7088,25
7089,92
7090,20
7091,103
7092,52
7093,46
7094,77
7095,35
7096,88
7097,93
7098,65
7099,88
7100,122
7101,72
7102,110
7103,137
7104,121
7105,140
7106,78
7107,115
7108,96
7109,88
7110,98
7111,81
7112,77
7113,50
7114,3
7115,10
7116,59
7117,-39
7118,1
7119,-33
7120,-32
7121,20
7122,-61
7123,40
7124,-5
7125,-54
7126,1
7127,-17
7128,10
7129,-37
7130,-33
7131,25
7132,-7
7133,-84
7134,-26
7135,30
7136,-12
7137,-24
7138,-12
7139,-30
7140,28
7141,13
7142,28
7143,32
7144,-42
7145,55
7146,10
7147,44
7148,90
7149,23
7150,12
7151,47
7152,50
7153,29
7154,71
7155,28
7156,69
7157,-15
7158,22
7159,62
7160,-12
7161,4
7162,-37
7163,16
7164,-8
7165,-28
7166,-60
7167,-43
7168,-75
7169,-55
7170,10
7171,-63
7172,-23
7173,-62
7174,-26
7175,-65
7176,-51
7177,3
7178,-53
7179,-35
7180,-39
7181,1
7182,-4
7183,-40
7184,-9
7185,16
7186,8
7187,44
7188,52
7189,42
7190,59
7191,20
7192,7
7193,79
7194,83
7195,51
7196,96
7197,109
7198,92
7199,60
7200,58
7201,103
7202,75
7203,45
7204,73
7205,74
7206,50
7207,54
7208,70
7209,59
7210,22
7211,-5
7212,10
7213,-29
7214,-54
7215,-8
7216,-100
7217,-63
7218,-60
7219,-167
7220,-77
7221,-110
7222,-105
7223,-144
7224,-97
7225,-32
7226,-118
7227,-97
7228,-124
7229,-80
7230,-57
7231,-44
7232,-46
7233,-42
7234,-27
7235,-28
7236,11
7237,22
7238,19
7239,25
7240,68
7241,97
7242,85
7243,107
7244,96
7245,52
7246,63
7247,88
7248,77
7249,84
7250,27
7251,22
7252,41
7253,3
7254,59
7255,-18
7256,-54
7257,-31
7258,-121
7259,-80
7260,-70
7261,-139
7262,-134
7263,-166
7264,-176
7265,-131
7266,-175
7267,-155
7268,-192
7269,-215
7270,-159
7271,-183
7272,-143
7273,-122
7274,-116
7275,-105
7276,-139
7277,-141
7278,-112
7279,-127
7280,-154
7281,-108
7282,-28
7283,-66
7284,-55
7285,-26
7286,-30
7287,51
7288,13
7289,83
7290,51
7291,28
7292,41
7293,36
7294,115
7295,94
7296,133
7297,64
7298,151
7299,127
7300,95
7301,144
7302,102
7303,136
7304,136
7305,155
7306,103
7307,119
7308,171
7309,81
7310,112
7311,184
7312,90
7313,131
7314,142
7315,125
7316,153
7317,101
7318,135
7319,118
7320,116
7321,100
7322,75
7323,105
7324,117
7325,49
7326,39
7327,88
7328,50
7329,37
7330,10
7331,-15
7332,39
7333,-16
7334,-40
7335,-18
7336,-78
7337,-38
7338,-55
7339,-7
7340,-1
7341,-69
7342,-26
7343,-6
7344,8
7345,-9
7346,-10
7347,40
7348,44
7349,58
7350,46
7351,32
7352,70
7353,65
7354,108
7355,97
7356,79
7357,64
7358,51
7359,79
7360,59
7361,79
7362,45
7363,21
7364,13
7365,-33
7366,7
7367,13
7368,-33
7369,-47
7370,-29
7371,-11
7372,-55
7373,-39
7374,-16
7375,-3
7376,-42
7377,-41
7378,34
7379,-112
7380,-75
7381,-73
7382,-63
7383,-4
7384,-73
7385,5
7386,-30
7387,-14
7388,-26
7389,-24
7390,5
7391,-53
7392,-11
7393,-15
7394,55
7395,26
7396,15
7397,60
7398,16
7399,69
7400,88
7401,22
7402,34
7403,77
7404,53
7405,90
7406,110
7407,51
7408,83
7409,95
7410,56
7411,109
7412,81
7413,71
7414,44
7415,-36
7416,56
7417,-32
7418,-64
7419,28
7420,-76
7421,-71
7422,-28
7423,-75
7424,-55
7425,-43
7426,-87
7427,-23
7428,-28
7429,-141
7430,-27
7431,-15
7432,-51
7433,2
7434,-56
7435,39
7436,19
7437,-19
7438,-12
7439,12
7440,25
7441,26
7442,28
7443,40
7444,108
7445,29
7446,79
7447,72
7448,51
7449,104
7450,98
7451,90
7452,67
7453,106
7454,71
7455,28
7456,53
7457,41
7458,78
7459,28
7460,-4
7461,46
7462,13
7463,-61
7464,-32
7465,-30
7466,-78
7467,-38
7468,-65
7469,-30
7470,-134
7471,-154
7472,-87
7473,-172
7474,-132
7475,-186
7476,-186
7477,-153
7478,-211
7479,-202
7480,-125
7481,-137
7482,-135
7483,-117
7484,-149
7485,-124
7486,-183
7487,-167
7488,-110
7489,-90
7490,-59
7491,-97
7492,-106
7493,-45
7494,-23
7495,12
7496,-10
7497,-52
7498,-20
7499,-97
7500,-61
7501,4
7502,-109
7503,-22
7504,0
7505,-63
7506,-37
7507,-111
7508,-66
7509,-147
7510,-151
7511,-68
7512,-170
7513,-160
7514,-174
7515,-178
7516,-124
7517,-199
7518,-170
7519,-165
7520,-201
7521,-143
7522,-212
7523,-143
7524,-90
7525,-111
7526,-104
7527,-134
7528,-91
7529,-115
7530,-131
7531,-69
7532,-81
7533,-83
7534,-83
7535,-65
7536,-13
7537,-79
7538,-15
7539,13
7540,-35
7541,22
7542,-40
7543,-6
7544,48
7545,44
7546,21
7547,60
7548,131
7549,70
7550,118
7551,112
7552,95
7553,121
7554,69
7555,164
7556,139
7557,106
7558,181
7559,85
7560,135
7561,132
7562,130
7563,175
7564,149
7565,138
7566,111
7567,141
7568,99
7569,97
7570,116
7571,117
7572,118
7573,44
7574,61
7575,95
7576,78
7577,62
7578,107
7579,84
7580,112
7581,137
7582,83
7583,105
7584,49
7585,39
7586,45
7587,45
7588,57
7589,26
7590,35
7591,81
7592,81
7593,54
7594,65
7595,35
7596,34
7597,28
7598,56
7599,82
7600,-14
7601,31
7602,29
7603,-4
7604,46
7605,20
7606,55
7607,28
7608,0
7609,75
7610,20
7611,16
7612,33
7613,64
7614,91
7615,-22
7616,57
7617,8
7618,3
7619,102
7620,45
7621,57
7622,46
7623,51
7624,24
7625,2
7626,61
7627,40
7628,26
7629,59
7630,47
7631,39
7632,54
7633,97
7634,53
7635,43
7636,65
7637,72
7638,77
7639,81
7640,141
7641,71
7642,84
7643,79
7644,35
7645,73
7646,41
7647,100
7648,38
7649,31
7650,59
7651,-15
7652,25
7653,11
7654,14
7655,-18
7656,-34
7657,-22
7658,-33
7659,-27
7660,-9
7661,-116
7662,-73
7663,-64
7664,-129
7665,-80
7666,-101
7667,-46
7668,-71
7669,-84
7670,-43
7671,-71
7672,-101
7673,-73
7674,-82
7675,-79
7676,-52
7677,-96
7678,-57
7679,-90
7680,-44
7681,-35
7682,-105
7683,-58
7684,-55
7685,-57
7686,-40
7687,-72
7688,-37
7689,-49
7690,-68
7691,-33
7692,-35
7693,43
7694,15
7695,4
7696,-25
7697,37
7698,76
7699,14
7700,87
7701,71
7702,68
7703,81
7704,95
7705,93
7706,100
7707,96
7708,113
7709,63
7710,53
7711,123
7712,68
7713,85
7714,111
7715,92
7716,30
7717,25
7718,64
7719,54
7720,54
7721,27
7722,-7
7723,-14
7724,36
7725,22
7726,8
7727,-6
7728,-26
7729,-47
7730,-35
7731,-9
7732,-38
7733,-4
7734,54
7735,-19
7736,-51
7737,40
7738,23
7739,-17
7740,16
7741,56
7742,14
7743,-14
7744,11
7745,4
7746,-1
7747,14
7748,21
7749,31
7750,45
7751,24
7752,14
7753,-5
7754,-30
7755,-68
7756,-62
7757,-6
7758,-117
7759,-35
7760,-54
7761,-102
7762,-72
7763,-102
7764,-58
7765,-102
7766,-75
7767,-111
7768,-81
7769,-95
7770,-138
7771,-39
7772,-50
7773,-73
7774,-32
7775,-10
7776,-46
7777,-18
7778,7
7779,-68
7780,-94
7781,-48
7782,-131
7783,-47
7784,-66
7785,-102
7786,-114
7787,-150
7788,-55
7789,-123
7790,-128
7791,-92
7792,-122
7793,-105
7794,-159
7795,-130
7796,-33
7797,-111
7798,-78
7799,-72
7800,-59
7801,-4
7802,-30
7803,24
7804,2
7805,-42
7806,-13
7807,-8
7808,31
7809,93
7810,-19
7811,4
7812,-12
7813,-42
7814,-34
7815,-67
7816,41
7817,-47
7818,-70
7819,-34
7820,-46
7821,-54
7822,-55
7823,-51
7824,-111
7825,-80
7826,-116
7827,-66
7828,-36
7829,-137
7830,-15
7831,-71
7832,-113
7833,-45
7834,-90
7835,37
7836,13
7837,11
7838,104
7839,35
7840,35
7841,72
7842,86
7843,152
7844,71
7845,95
7846,125
7847,85
7848,103
7849,88
7850,124
7851,63
7852,81
7853,132
7854,89
7855,92
7856,125
7857,112
7858,48
7859,75
7860,114
7861,-1
7862,34
7863,55
7864,-13
7865,33
7866,-5
7867,-15
7868,-7
7869,-69
7870,-53
7871,-87
7872,-82
7873,-116
7874,-145
7875,-74
7876,-127
7877,-138
7878,-123
7879,-126
7880,-134
7881,-150
7882,-94
7883,-104
7884,-88
7885,-99
7886,-54
7887,-82
7888,-88
7889,-8
7890,-8
7891,36
7892,-18
7893,-3
7894,79
7895,53
7896,68
7897,81
7898,105
7899,88
7900,139
7901,111
7902,109
7903,141
7904,113
7905,124
7906,78
7907,87
7908,127
7909,110
7910,62
7911,97
7912,94
7913,38
7914,17
7915,47
7916,71
7917,2
7918,29
7919,43
7920,2
7921,-35
7922,-64
7923,-52
7924,-71
7925,-93
7926,-32
7927,-7
7928,-58
7929,-10
7930,-8
7931,-79
7932,-88
7933,-29
7934,-30
7935,-45
7936,7
7937,0
7938,13
7939,20
7940,-24
7941,12
7942,-8
7943,-17
7944,55
7945,26
7946,31
7947,96
7948,78
7949,133
7950,103
7951,65
7952,117
7953,49
7954,99
7955,137
7956,115
7957,144
7958,35
7959,78
7960,93
7961,79
7962,131
7963,87
7964,83
7965,114
7966,81
7967,89
7968,101
7969,86
7970,86
7971,25
7972,39
7973,90
7974,80
7975,56
7976,88
7977,63
7978,15
7979,67
7980,22
7981,73
7982,90
7983,7
7984,36
7985,-7
7986,-52
7987,-5
7988,-41
7989,3
7990,8
7991,-15
7992,30
7993,-31
7994,7
7995,1
7996,-30
7997,0
7998,1
7999,2
8000,-4
8001,6
8002,17
8003,13
8004,9
8005,56
8006,52
8007,53
8008,105
8009,59
8010,61
8011,79
8012,64
8013,102
8014,38
8015,39
8016,44
8017,7
8018,84
8019,18
8020,64
8021,62
8022,-23
8023,47
8024,42
8025,52
8026,5
8027,-29
8028,-6
8029,-47
8030,-43
8031,-28
8032,2
8033,-11
8034,-3
8035,-28
8036,-28
8037,13
8038,-46
8039,17
8040,-4
8041,-87
8042,-49
8043,-51
8044,-53
8045,-45
8046,-75
8047,-48
8048,11
8049,-57
8050,-82
8051,-35
8052,-46
8053,-10
8054,-55
8055,-64
8056,-9
8057,-58
8058,-26
8059,68
8060,-14
8061,28
8062,58
8063,-24
8064,24
8065,-21
8066,7
8067,12
8068,-64
8069,2
8070,-14
8071,-44
8072,-56
8073,-69
8074,-43
8075,-68
8076,-56
8077,-9
8078,-73
8079,-70
8080,-53
8081,-91
8082,-76
8083,-80
8084,-20
8085,-33
8086,-57
8087,-20
8088,-49
8089,26
8090,20
8091,41
8092,47
8093,-1
8094,20
8095,50
8096,70
8097,52
8098,13
8099,27
8100,19
8101,2
8102,-37
8103,-15
8104,-18
8105,-38
8106,3
8107,-39
8108,-35
8109,-53
8110,-76
8111,-45
8112,-66
8113,-85
8114,-57
8115,-11
8116,-101
8117,-35
8118,-62
8119,-52
8120,-24
8121,-74
8122,-8
8123,-62
8124,-33
8125,-65
8126,-6
8127,-36
8128,-108
8129,16
8130,-91
8131,-30
8132,-8
8133,-8
8134,39
8135,-4
8136,39
8137,-12
8138,22
8139,20
8140,-19
8141,-11
8142,27
8143,60
8144,15
8145,12
8146,24
8147,22
8148,-4
8149,-28
8150,-40
8151,-2
8152,-13
8153,-13
8154,3
8155,-21
8156,-1
8157,1
8158,-12
8159,-20
8160,-65
8161,-29
8162,-1
8163,-14
8164,61
8165,44
8166,2
8167,-13
8168,40
8169,27
8170,-11
8171,56
8172,46
8173,66
8174,32
8175,40
8176,46
8177,47
8178,40
8179,47
8180,119
8181,33
8182,-11
8183,32
8184,-34
8185,38
8186,57
8187,-4
8188,56
8189,-65
8190,-44
8191,-10
8192,-75
8193,-25
8194,-35
8195,-44
8196,-57
8197,-55
8198,-25
8199,-35
8200,-28
8201,-56
8202,-101
8203,-48
8204,-70
8205,-35
8206,-79
8207,-68
8208,-9
8209,-107
8210,-91
8211,-53
8212,-47
8213,-86
8214,-139
8215,-93
8216,-124
8217,-115
8218,-67
8219,-69
8220,-85
8221,-90
8222,-93
8223,-136
8224,-136
8225,-50
8226,-32
8227,-95
8228,-89
8229,-63
8230,-33
8231,-87
8232,-135
8233,-60
8234,-103
8235,-87
8236,-123
8237,-92
8238,-72
8239,-163
8240,-77
8241,-90
8242,-101
8243,-95
8244,-103
8245,-105
8246,-80
8247,-68
8248,-54
8249,-56
8250,-81
8251,-6
8252,-32
8253,-42
8254,-7
8255,2
8256,-25
8257,-22
8258,73
8259,33
8260,-45
8261,99
8262,60
8263,26
8264,30
8265,19
8266,107
8267,20
8268,87
8269,96
8270,69
8271,72
8272,47
8273,56
8274,35
8275,69
8276,32
8277,57
8278,77
8279,73
8280,91
8281,64
8282,92
8283,66
8284,33
8285,40
8286,96
8287,75
8288,60
8289,84
8290,33
8291,48
8292,38
8293,95
8294,90
8295,3
8296,53
8297,16
8298,19
8299,67
8300,39
8301,78
8302,-12
8303,6
8304,121
8305,42
8306,114
8307,83
8308,44
8309,62
8310,77
8311,131
8312,154
8313,91
8314,100
8315,125
8316,117
8317,147
8318,129
8319,164
8320,144
8321,99
8322,180
8323,139
8324,150
8325,224
8326,116
8327,175
8328,144
8329,116
8330,179
8331,95
8332,172
8333,167
8334,118
8335,114
8336,99
8337,82
8338,109
8339,50
8340,61
8341,89
8342,4
8343,82
8344,50
8345,33
8346,26
8347,-38
8348,-3
8349,-70
8350,-57
8351,7
8352,-68
8353,-31
8354,-44
8355,-45
8356,-43
8357,-63
8358,-23
8359,-82
8360,-32
8361,-96
8362,-44
8363,-35
8364,-20
8365,49
8366,-50
8367,5
8368,-17
8369,-51
8370,-37
8371,-7
8372,-4
8373,-4
8374,37
8375,15
8376,13
8377,13
8378,9
8379,-30
8380,-62
8381,-33
8382,-22
8383,-38
8384,-41
8385,-33
8386,-62
8387,-112
8388,-22
8389,-84
8390,-106
8391,-40
8392,-88
8393,-43
8394,-97
8395,-56
8396,-49
8397,-115
8398,-56
8399,-63
8400,-63
8401,-58
8402,-79
8403,-21
8404,-33
8405,-70
8406,-41
8407,-39
8408,-56
8409,-62
8410,-55
8411,-36
8412,-63
8413,-20
8414,-46
8415,-57
8416,-58
8417,-39
8418,7
8419,-61
8420,-29
8421,-96
8422,-31
8423,-50
8424,-61
8425,38
8426,-36
8427,-64
8428,-78
8429,-32
8430,-15
8431,6
8432,-25
8433,0
8434,-33
8435,-81
8436,-2
8437,-7
8438,-24
8439,-21
8440,-19
8441,-18
8442,-69
8443,-70
8444,-46
8445,-135
8446,-69
8447,-74
8448,-137
8449,-85
8450,-85
8451,-79
8452,-145
8453,-137
8454,-98
8455,-146
8456,-76
8457,-63
8458,-41
8459,-59
8460,-102
8461,-15
8462,-24
8463,-8
8464,43
8465,7
8466,3
8467,-10
8468,31
8469,87
8470,56
8471,131
8472,96
8473,60
8474,156
8475,74
8476,154
8477,132
8478,152
8479,170
8480,69
8481,178
8482,117
8483,140
8484,153
8485,163
8486,135
8487,97
8488,157
8489,140
8490,203
8491,176
8492,134
8493,90
8494,43
8495,116
8496,111
8497,75
8498,130
8499,75
8500,94
8501,89
8502,56
8503,106
8504,96
8505,103
8506,62
8507,70
8508,58
8509,58
8510,108
8511,102
8512,40
8513,28
8514,86
8515,102
8516,55
8517,52
8518,39
8519,45
8520,13
8521,-30
8522,111
8523,61
8524,17
8525,50
8526,-48
8527,11
8528,-23
8529,-64
8530,55
8531,-43
8532,-13
8533,-4
8534,-45
8535,-35
8536,-73
8537,-74
